date,description,south_rating,kaanapali_rating,northwest_rating
|,"Northwest

Napili, Kapalua, Honolua
® Mostly sunny with super strong winds
¢ Waves & currents outside of the bays

e Honolua & Kapalua Bays are very nice

Ka'anapali

Black Rock, Airport - Kahekili

e Sunny skies & favorable winds likely

e May get too windy for Kahekili later

e South face Black Rock & Kahekili excellent

Southside

Olowalu, Kihei, Makena Landing
© Sunshine & light wind early. Strong PM wind

e Waves in areas, biggest in the Makena area

e Kam 1,2,3 & north end of Ulua are calmest

>> ALWAYS OBSERVE LOCAL, OFFICIAL OCEAN SAFETY RECOMMENDATIONS

TIIDTILE DEAKRY",,,
"Friday, November 25 2022","Northwest (Napili, Kapalua, Honolua)

e Super dangerous ocean conditions here
e Powerful waves, currents & undertow

e Scattered showers, windy, partly sunny

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Smaller shore waves near south Black Rock
e Waves are powerful & currents are strong

e May improve later in the day. Sunny & windy

Southside (v-14, Kihei, Makena Landing)

e Kamaole #1 & Ulua Beach are looking good

e Winds are causing currents & waves in areas
e Sunny skies. Strong winds could mellow out",5.0,2.5,0.0
"Saturday, November 12 2022","Northwest (Napili, Kapalua, Honolua)

e Slight chance Kapalua Bay may improve
e Stormy with rain showers & strong wind
e Powerful waves & strong currents

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock may calm later

e Scattered showers & strong winds

e Powerful waves & strong currents

Southside (Olowalu, Kihei, Makena Landing)

e Ulua beach & Makena Landing best early

e Mostly sunny isolated rain. Increasing winds
e Wind waves & stronger currents later",5.0,4.0,1.5
">dnesday, November 16 2022","Northwest (Napili, Kapalua, Honolua)

e High Surf Advisory issued!

e Powerful waves, strong current & undertow
e Isolated showers, windy, mostly sunny

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock has calm water

e Strong currents and shorebreak at Kahekili
e Sunny and beautiful all day

Southside (Olowalu, Kihei, Makena Landing)

e Makena Landing, Kam 1-3, and Ulua are good
e Be sure to have sun protection on

e Light winds in AM, sunshine all day",8.0,7.0,2.5
"Thursday, November 3 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny. Super strong wind & currents

e Waves on beaches & shallow reef areas
e Kapalua Bay & honolua have calm areas

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunny skies this morning. PM clouds likely

e Waves are breaking & currents stronger

¢ Kahekili Beach has smallest waves

Southside (Olowalu, Kihei, Makena Landing)
e Sunshine & light winds this morning

e Bigger waves. Makena is most dangerous
e« Kamaole #1 has the smallest waves",4.0,5.5,6.0
"Tuesday, November 29 2022","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay is pretty calm this morning
¢ Waves & currents will likely become hazardous
¢ Partly sunny with scattered showers

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Black Rock & Kahekili looking good this AM
¢ Partly sunny. Slight chance of isolated rain
¢ Waves may pick up later this afternoon

Southside (Olowalu, Kihei, Makena Landing)

¢ MM14, Kam 1,2,3, Ulua & Mak Landing good
¢ Partly sunny. Light winds expected
¢ Waves likely picking up this afternoon",7.0,7.5,3.5
"Monday, November 28 2022","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay is calming but needs more time
¢ Waves & currents remain powerful
¢ Heavy rain is likely sometime today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ South face of Black Rock small area of calm
¢ Currents still strong & waves at times
¢ Partly sunny. Scattered showers later

Southside (Olowalu, Kihei, Makena Landing)

* Kam #1,2,3 & north end of Ulua look nice
* Slightly elevated waves at times
¢ Partly sunny. Scattered showers later",6.5,4.5,2.0
"Tuesday, November 8 2022","Northwest (Napili, Kapalua, Honolua)

¢ Mostly sunny with showers & strong winds
¢ Super strong currents outside the bays

¢ Calm water inside Honolua & Kapalua Bays

Ka'anapali (Black Rock, Kahekili-Airport Beach)
* Sunshine & light wind early. Breezy later
¢ Wind may affect Kahekili this afternoon
* Black Rock & Kahekili both calm this morning

Southside (Olowalu, Kihei, Makena Landing)
¢Sunny skies & light wind early. Windy later
¢Seas likely rough & currents strong later
¢Kamaole’s, Ulua & Makena Landing best early",75,8.0,7.0
"Tuesday, November 22","Northwest (Napili, Kapalua, Honolua)

* Kapalua Bay has the calmest conditions
* Scattered showers & strong winds
¢ Powerful waves/currents outside the bays

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

* South face of Black Rock & Kahekili good
¢ Mostly sunny with strong winds expected
¢ Take care to avoid shore break waves

Southside (Olowalu, Kihei, Makena Landing)
¢ Kam 1,2,3 & Ulua Beach are best

¢ Mostly sunny. Strong afternoon winds
¢ Waves in areas of each beach- be cautious",5.0,7.0,4.5
"Friday, November 18 2022","Northwest (Napili, Kapalua, Honolua)

¢ Go to Ka’anapali or Southside Zone

e Extremely dangerous ocean conditions
e Powerful waves, currents & undertow

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e The south face of Black Rock is most calm
e Sunny with light wind for most of the day
e Waves every 15 minutes or so. May improve

Southside (wu-14, kinei, Makena Landing)

e Kamaole #1, Ulua & MM-14 looking good

e Sunny skies & light winds early. Breezy later
e Waves in areas. Wind waves this afternoon",7.0,5.0,0.0
"dnesday, November 23 2022","Northwest (Napili, Kapalua, Honolua)

e Kapalua Bay and Napili Bay are ok this AM

e Light showers in AM, sunny and windy in PM
e Large, dangerous waves expected in PM

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock is most calm

e Sunny with light wind for most of the day
e Strong currents away from the shore

Southside (v-14, Kihei, Makena Landing)

e Kamaole #1, Ulua & MM-14 looking good

e Sunny skies & light winds early. Breezy later
e Strong winds & wind waves this afternoon",6.0,75,4.5
"Sunday, November 27 2022","Northwest (Napili, Kapalua, Honolua)

e Dangerous ocean conditions today!

e Extreme waves, currents & undertow
e Head south to play in the ocean

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Waves smaller near south Black Rock

e Strong currents & waves slowly fading

e Great beach day - sunshine & light winds

Southside (wu-14, kinei, Makena Landing)

e Kamaole Beaches and Ulua Beach are best
e« Some waves in areas but not very big

e Should be sunny with light winds",7.0,3.5,0.0
"Thursday, November 10 2022","Northwest (Napili, Kapalua, Honolua)

e Inside Kapalua Bay & Honolua mostly calm
e Powerful waves along bay sides & point

e Mostly sunny, scatter showers, windy

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock likely calm al day
e Kahekili has surging shore break in areas

e Sunny skies expected. Northeast winds

Southside (Olowalu, Kihei, Makena Landing)

e Kam 1, 2, 3, Ulua & Makena Landing good early
e Rough seas & currents like around noon

e Sunshine & light wind getting strong later",7.0,75,5.0
"ednesday, November 9 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny & windy in PM, chance of AM showers
e Waves in and outside of bay to watch

e Kapalua Bay looking good

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunny all day with isolated showers this AM
e Be mindful of shorebreak at Kahekili

e South face of Black Rock looks amazing

Southside (Olowalu, Kihei, Makena Landing)
e Sunny all day with light wind expected

e Some shorebreak in Wailea and Makena
e Kam #1, 2, 3, and ulua looking good",7.0,8.0,5.5
"sesday, November 1 2022","Northwest (Napili, Kapalua, Honolua)
¢ Mostly sunny, showers, super windy
¢ Super strong currents outside of the bays
¢ Iniside Kapalua Bay & Honolua Bay still calm

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Sunny. Very strong afternoon winds

¢ Strong currents further out from shore

¢ Black Rock should have area of calm all day

Southside (Olowalu, Kihei, Makena Landing)

¢ Sunshine & calm wind this morning
¢ Strong winds, rough seas & currents later
¢ Kam 1,2,3, Ulua & Makena Landing good this AM",6.5,75,6.0
"Tuesday, November 15 2022","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay has clear visibilty & is calm
¢ Honolua Bay has brown water this morning
¢ Partly sunny with scattered showers

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

* Kahekili & Black Rock are nice & calm early
* Wind likely affecting Kahekili this afternoon
* Mostly sunny. Possible scattered showers

Southside (Olowalu, Kihei, Makena Landing)

¢ Kam # 1, Ulua & Makena Landing calm & clear
¢ Strong afternoon wind making it rough later
¢ Mostly sunny with isolated showers",75,8.0,55
"ednesday, November 2 2022","Northwest (Napili, Kapalua, Honolua)

e Mostly sunny, isolated shower. Windy

e Waves in open ocean & exposed beaches
e Kapalua bay is still pretty calm

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunny skies & a favorable wind expected

e Wave elevated in areas of the beach

e Black Rock & Kahekili both excellent

Southside (Olowalu, Kihei, Makena Landing)

e Sunshine & light winds this morning

e Waves in areas, most hazardous in Makena
e Ulua Beach & Kamaole 1 are best",5.5,75,5.0
"Saturday, November 5 2022","Northwest (Napili, Kapalua, Honolua)

e Partly sunny. Isolated showers. Windy

e Waves & strong currents outside the bays
e Honolua & Kapalua Bay have calm areas.

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Partly sunny. Likely clearing up later

¢ Still some waves but they are smaller

e Black Rock is best. Kahekili pretty good

Southside (Olowalu, Kihei, Makena Landing)

e Partly sunny. Increasing afternoon winds

e Waves geeting smaller in Kihei & Wailea

e North end of Ulua & Kamaole beaches good",5.0,7.0,5.5
"dnesday, November 30 2022","Northwest (Napili, Kapalua, Honolua)

e Kapalua Bay is the best spot in NW

e Mostly sunny, light winds. Some rain in PM
e Waves at Honolua Bay are prominent

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili Beach looking good this AM

e Light wind, sunny all day

e Strong currents away from the shore

Southside (wu-14, kinei, Makena Landing)

e MM-14, Ulua, and Kam 1,2,3 are good this AM
e Sunny skies and light wind expected

e Small shorebreaks at Ulua and Wailea.",6.5,7.0,6.0
"Saturday, November 19 2022","Northwest (Napili, Kapalua, Honolua)

e Kapalua Bay & Honolua Bay starting to calm
e Waves & currents are still very strong

e Partly sunny, scattered showers, windy

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Black Rock & Kahekili both great this AM

e Wind likely too strong for Kahekili later

e Sunshine & increasing afternoon winds

Southside (v-14, Kihei, Makena Landing)

e MM-14, Kam 1, 2, 3, Ulua & Wailea best early
e Strong PM winds making rough seas later
e Sunny skies & breezy winds expected",6.5,7.0,4.0
"aturday, November 26 2022","Northwest (Napili, Kapalua, Honolua)

e Extremely dangerous ocean conditions!
e Extreme waves, currents & undertow!

e Please stay out of the water here today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Super dangerous ocean conditions!

e Powerful waves, undertow & currents!

e Sunny skies & lighter winds are expected

Southside (wu-14, kinei, Makena Landing)

e¢ Kam 1, 2, 3 & Ulua have nice snorkeling early
e Waves are elevated but much smaller here

e Sunshine & light wind early. Strong PM wind",5.5,0.0,0.0
"Friday, November 11 2022","Northwest (Napili, Kapalua, Honolua)

e North end of Kapalua is most calm in AM

e Super windy with powerful waves & currents
e Partly sunny with scattered showers & winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock has pocket of calm
e Very strong currents at Kahekili & rock tip

e Partly sunny with very strong winds

Southside (Olowalu, Kihei, Makena Landing)
e North end of Ulua & Kam #1 calm early
e Strong currents & increasing waves

e Partyly sunny with very strong winds.",4.5,5.0,4.0
"Sunday, November 6 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny. Super strong aftneroon winds
e Strong currents outside of the bays

e Honolua & Kapalua Bay are best early

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunshine & favorable wind direction

e Afternoon wind may affect Kahekili

e Black Rock & Kahekili both excellent early

Southside (Olowalu, Kihei, Makena Landing)

e Sunny with light winds this morning

e Stron afternoon winds & wind waves

e Kamaole, Ulua & Makena Landing great early",75,8.5,7.0
"Monday, November 21 2022","Northwest (Napili, Kapalua, Honolua)

¢ Calmest water is inside Kapalua Bay
¢ Mostly sunny. Extreme winds over 40 mph
¢ Waves & currents getting more powerful

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

* Best at Black Rock & Kahekili this morning
* Sunshine. Increasing winds up to 40 mph
¢ Strong currents further out from shore

Southside (Olowalu, Kihei, Makena Landing)

* Kam 1, Ulua & Makena Landing good early

¢ Sunny. Increasing winds around 40 mph

¢ Rough seas,currents & waves this afternoon",5.5,6.5,4.0
"Friday, December 16 2022","Northwest (Napili, Kapalua, Honolua)

« Dangerous waves will keep getting bigger
« Rain could be heavy at times. Breezy

e Head south to play in the ocean

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ South face of Black Rock is looking good
« Waves out near rock tip & parts of Kahekili
« Scattered showers should clear up soon

South Shore (MM-14, Kihei, Makena Landing)
e Kamaole #1 & north end Ulua look best

¢ There are some waves, mostly in Makena

e Partly sunny with isolated showers",6.0,5.5,1.0
"=dnesday, December 21 2022","Northwest (Napili, Kapalua, Honolua)

« Dangerous ocean conditions

« Sunshine is expected with light winds
e Be cautious around the ocean today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Dangerous ocean conditions

¢ Isolated showers in PM, sunshine all day

¢ Strong waves, currents & undertow

South Shore (MM-14, Kihei, Makena Landing)
e Dangerous ocean conditions

e Expect sunshine, isolated showers in PM

e Powerful waves, pollution & debris",,1.0,
"Sunday, December 25 2022","Northwest (Napili, Kapalua, Honolua)

* Slightly smaller waves inside Kapalua Bay
* Very dangerous waves & powerful currents
* Sunshine expected for most of the day

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili have clear visibility

¢ Waves in areas to be cautious of & avoid

¢ Beautiful sunshine & light winds expected

South Shore (olowatu, kinei, Wailea, Makena)

¢ Smallest waves at Kamaole Beach # 1

¢ Powerful waves/currents in Makena & Wailea
¢ Sunny skies likely through the afternoon",3.5,7.0,1.5
"dnesday, December 28 2022","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay and Honolua Bay looking good

e Sunshine is expected with moderate winds

e Waves along north most part of Honolua Bay

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili and Black Rock set to be great

e Light winds with all day sunshine

« Don’t forget the turtle safe sun protections

South Shore (Olowalu, Kihei, Makena Landing)
¢ Olowalu, Kam 1, 2, 3, and Ulua looking good
¢ Beautiful sunny day with light wind

e Occasional shorebreaks to be aware of",7.0,8.5,7.0
INHea (),"Northwest

Napili, Kapalua, Honolua

e Kapalua Bay should calm down later

e Rain this morning. It is starting to clear up 4.0
e Waves breaking over most of the reef

r e
Ka'anapali
Black Rock, Kahekili (Airport Beach)
e Black Rock & Kahekili Beach are nice & clear 7 5
e It should stay sunny for most of the day e
e May get too windy for Kahekili later

Southside

MM-14, Kihei, Makena Landing

e MM-14, Kam 1 & Ulua looking great early 7 0
e Sunshine & light winds through the morning e

e Increasing winds likely causing rough seas later",,,
